App Id,App Name,Keyword,Brand,Volume,Max. Volume,Difficulty,Chance,KEI,Results,Rank,Rank Status,Growth (Yesterday),Monthly Downloads,Maximum Reach,Conversion Rate,Relevancy Score
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center ios 26,true,5,5,82,48,14,238,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center free,false,5,5,0,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center estable facil,true,7,7,17,73,25,50,43,ranked,undefined,0,73,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,os 18 control center custom iphone,false,12,25,0,73,31,237,Unranked,unranked,undefined,0,136,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,apple control center,false,7,21,9,73,25,50,Unranked,unranked,undefined,0,71,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,icenter os17 control center,false,14,27,50,73,34,50,Unranked,unranked,undefined,0,188,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center ios 16,true,7,21,0,73,25,50,Unranked,unranked,undefined,0,75,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,icontrol center,false,7,21,61,68,23,50,Unranked,unranked,undefined,0,72,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center ios,false,5,5,0,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center ios 18,false,5,5,24,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center quick,false,5,5,0,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center screen,false,5,5,0,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,customize control center,false,5,0,0,73,22,50,31,ranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,swipe down control center,false,5,5,6,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,camera control center app,false,5,0,0,73,22,210,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,control center quick panel,false,5,5,3,73,22,50,Unranked,unranked,undefined,0,0,0,null
com.control.widget.custom.panel.wallpaper.pack,Control Widget: Theme & Panels,smart control center,false,5,5,3,73,22,248,73,ranked,undefined,0,0,0,null
